seed,resource_scaled,epsilon,mean_chi,mean_worstcase_loss_pct
2072,Rare earths,0.0,0.05077379586687555,9.19681408254127
2073,Rare earths,0.0,0.03828901363681089,7.632143050743911
2074,Rare earths,0.0,0.0468746955505004,9.367679262310684
2075,Rare earths,0.0,0.04527219626487232,8.945315823511052
2076,Rare earths,0.0,0.04402235989868365,7.590424017328968
2027,Copper,0.0,0.03779601396408293,8.438064340198444
2028,Copper,0.0,0.041301484953399026,7.86068156300418
2029,Copper,0.0,0.04214200473502411,7.219787119732776
2030,Copper,0.0,0.046320840264142495,9.456226172142966
2031,Copper,0.0,0.04381027380992246,8.540507474239647
2032,Copper,0.0,0.04236173205175666,7.730286839371635
2033,Copper,0.0,0.0440593919280134,8.872185587859656
2034,Copper,0.0,0.04371269169032334,7.916684073862091
2035,Copper,0.0,0.04396462353947177,8.537935355393277
2036,Copper,0.0,0.04090369159602185,7.852843395604488
2037,Copper,0.0,0.037400434610229044,8.55288069925753
2038,Copper,0.0,0.041779402485655745,8.325294178710157
2039,Copper,0.0,0.04668965336699861,8.48818093024126
2040,Copper,0.0,0.04812461027047776,9.499522204566995
2041,Copper,0.0,0.04174235456576099,8.10131289097828
2042,Copper,0.0,0.044157014702278605,9.553375747205177
2043,Copper,0.0,0.04624773831641984,8.634721575613483
2044,Copper,0.0,0.04455324106196062,8.175153153997526
2045,Copper,0.0,0.04533162882171677,9.217080734809954
2046,Copper,0.0,0.04875683074744416,8.168223581618983
2047,Copper,0.0,0.04534031158943574,8.17273706872015
2048,Copper,0.0,0.04652749444860478,9.51286827748275
2049,Copper,0.0,0.03806550012618398,8.045906210783036
2050,Copper,0.0,0.044552060416691366,9.561738741107552
2051,Copper,0.0,0.04643063334810633,8.438543673030196
2052,Copper,0.0,0.042299646639372974,7.644495248850996
2053,Copper,0.0,0.05077379586687555,9.260337843060281
2054,Copper,0.0,0.03828901363681089,7.605217838634106
2055,Copper,0.0,0.0468746955505004,9.88030262501243
2056,Copper,0.0,0.04527219626487232,9.227079720864175
2057,Copper,0.0,0.04402235989868365,8.087171659147794
2058,Copper,0.0,0.040190777210060535,7.155672504998559
2059,Copper,0.0,0.03973619328537736,8.191914930675104
2060,Copper,0.0,0.045356665334310695,9.443886747425271
2061,Copper,0.0,0.03979996912623189,7.817164471985689
2062,Copper,0.0,0.050051504436992286,9.222214264397858
2063,Copper,0.0,0.04736226035557202,9.275222736875582
2064,Copper,0.0,0.047256137026764775,8.835478134751964
2065,Copper,0.0,0.04724995063100072,8.33650515813466
2066,Copper,0.0,0.04561952888397326,7.782932950224852
2067,Copper,0.0,0.044725371122150095,8.596804955285045
2068,Copper,0.0,0.04141143750444476,8.34618261493666
2069,Copper,0.0,0.050846818301018594,10.610382159753177
2070,Copper,0.0,0.04415320149082171,8.627301655137872
2071,Copper,0.0,0.04498212569648424,9.110047414798068
2072,Copper,0.0,0.0488247205712609,9.935967090594431
2073,Copper,0.0,0.04519118016720676,9.23122737314708
2074,Copper,0.0,0.043875380557376095,8.584513833457248
2075,Copper,0.0,0.04325587771903958,7.898434329104712
2076,Copper,0.0,0.04717712840065449,8.669296985708273
2027,Lithium,0.1,0.04232405299052033,7.504638137753496
2028,Lithium,0.1,0.04405577007013898,8.826211074296944
2029,Lithium,0.1,0.043688924919481356,8.166138032697816
2030,Lithium,0.1,0.04390717646036083,8.651706704136924
2031,Lithium,0.1,0.04089634162469553,7.871345293000408
2032,Lithium,0.1,0.037355973217315305,8.473350924636124
2033,Lithium,0.1,0.04174775635725568,8.166224473148858
2034,Lithium,0.1,0.04665115241529892,7.795414236975219
2035,Lithium,0.1,0.04808129538854515,9.02312050117503
2036,Lithium,0.1,0.041711405831659124,8.119530567548173
2037,Lithium,0.1,0.044115533868604354,9.50035953234078
2038,Lithium,0.1,0.04621284085418298,8.835786303195395
2039,Lithium,0.1,0.04449528828374812,7.91739751290463
2040,Lithium,0.1,0.04530912995374908,9.461971340846876
2041,Lithium,0.1,0.048707543884627814,8.239200174709714
2042,Lithium,0.1,0.04531830203644645,8.462427391272772
2043,Lithium,0.1,0.046457586262477965,9.276650821933373
2044,Lithium,0.1,0.038051022098919,8.079774160551676
2045,Lithium,0.1,0.04452867737730161,9.179312237484295
2046,Lithium,0.1,0.04640094530855148,8.647723754130093
2047,Lithium,0.1,0.04228291807015633,8.184838717618968
2048,Lithium,0.1,0.050745155176784504,9.229928806966665
2049,Lithium,0.1,0.038262451098537875,7.8412936255155525
2050,Lithium,0.1,0.04682271548622442,9.976325862373466
2051,Lithium,0.1,0.04523151756793172,8.805277038931782
2052,Lithium,0.1,0.044005575417860196,7.364157928268739
2053,Lithium,0.1,0.04011989802435841,7.58649324121299
2054,Lithium,0.1,0.039708044520784566,8.38130598220204
2055,Lithium,0.1,0.04532806240845931,9.460591007704162
2056,Lithium,0.1,0.03976130349756098,8.20941221618046
2057,Lithium,0.1,0.05003020563112094,9.526183262253
2058,Lithium,0.1,0.047331464733975585,8.82153926341547
2059,Lithium,0.1,0.04721566772740572,9.075280033766841
2060,Lithium,0.1,0.04716053617162215,8.328800070832452
